,Time,Intensity,Time.1,Intensity.1,Time.2,Intensity.2
0,0.000168,7436,0.000203,569.0,0.000213,1394.0
1,0.002227,7642,0.003763,495.0,0.004872,1076.0
2,0.004237,7418,0.007318,463.0,0.009617,1390.0
3,0.006185,7453,0.010863,448.0,0.014347,1197.0
4,0.00813,6385,0.01443,485.0,0.019042,1291.0
5,0.010083,6644,0.01809,371.0,0.023882,1251.0
6,0.012038,6264,0.021645,413.0,0.028577,1256.0
7,0.014012,6406,0.025218,363.0,0.033288,1018.0
8,0.015982,6425,0.028795,353.0,0.037977,1207.0
9,0.017932,6294,0.032327,482.0,0.04266,1160.0
10,0.019975,6850,0.035837,501.0,0.04732,834.0
11,0.021955,6438,0.039352,256.0,0.052092,901.0
12,0.023908,6353,0.04289,372.0,0.056805,1207.0
13,0.025878,5913,0.046483,353.0,0.061503,1019.0
14,0.027838,6202,0.049963,502.0,0.066267,1221.0
15,0.029797,6382,0.053497,337.0,0.070933,1124.0
16,0.031737,5860,0.057082,446.0,0.075605,1083.0
17,0.033695,5890,0.060588,323.0,0.080267,992.0
18,0.035672,5729,0.064095,352.0,0.084932,1058.0
19,0.037775,6494,0.067673,315.0,0.089643,806.0
20,0.039755,6137,0.071155,404.0,0.09434,1010.0
21,0.04172,5984,0.074765,405.0,0.099032,878.0
22,0.043678,5757,0.078302,343.0,0.103858,655.0
23,0.045643,5885,0.081795,339.0,0.10863,922.0
24,0.047608,5982,0.085347,342.0,0.113352,0.0
25,0.049582,5694,0.088863,338.0,0.11933,3894.0
26,0.051545,6417,0.092377,230147.0,0.125393,85293.0
27,0.053517,5909,0.095882,0.0,0.130417,44125.0
28,0.055467,5980,0.100683,2220.0,0.135123,289659.0
29,0.057447,6191,0.10559,47259.0,0.139882,2.0
30,0.059598,5728,0.10972,36826.0,0.145857,15710.0
31,0.061558,5561,0.113337,13072.0,0.151967,85125.0
32,0.063517,6094,0.116928,5740.0,0.156823,25974.0
33,0.065502,5587,0.120452,0.0,0.16158,292390.0
34,0.067478,5570,0.125248,478.0,0.166293,0.0
35,0.069445,5803,0.130108,25714.0,0.17227,14703.0
36,0.07143,5039,0.134902,39699.0,0.178297,76446.0
37,0.073388,4958,0.13864,14359.0,0.183197,26366.0
38,0.075362,4771,0.142407,33530.0,0.187972,235102.0
39,0.077418,5183,0.146013,3.0,0.192665,0.0
40,0.079392,5645,0.150825,1897.0,0.198772,15598.0
41,0.081373,4800,0.155683,35855.0,0.204798,83603.0
42,0.083335,5642,0.16009,51840.0,0.209635,25617.0
43,0.085318,5801,0.163535,15775.0,0.214455,234702.0
44,0.087282,5762,0.167077,5420.0,0.219123,0.0
45,0.089262,5012,0.170595,0.0,0.225085,15260.0
46,0.09122,5143,0.175477,483.0,0.231122,155951.0
47,0.093163,5053,0.180375,23918.0,0.235797,26492.0
48,0.095118,5079,0.185237,72083.0,0.240565,267842.0
49,0.097075,4819,0.188593,18614.0,0.245327,0.0
50,0.099113,5121,0.192103,6623.0,0.251307,12433.0
51,0.101057,4890,0.195637,0.0,0.257332,71791.0
52,0.103032,5245,0.200438,946.0,0.262285,50092.0
53,0.105022,4690,0.205298,29675.0,0.266773,312903.0
54,0.106973,4685,0.209998,35968.0,0.271488,0.0
55,0.10894,4969,0.213712,14780.0,0.277457,11191.0
56,0.110915,4982,0.2173,5527.0,0.28357,84365.0
57,0.112858,4674,0.220822,3.0,0.288427,30526.0
58,0.114808,4316,0.225622,1202.0,0.29314,283712.0
59,0.116865,5366,0.230482,35034.0,0.297922,0.0
60,0.118825,4561,0.234925,33827.0,0.30389,14812.0
61,0.120762,4162,0.238723,16244.0,0.309962,82805.0
62,0.12274,5011,0.242233,5591.0,0.314838,29589.0
63,0.124698,5339,0.245718,0.0,0.319588,324966.0
64,0.126647,5012,0.250557,912.0,0.324388,3.0
65,0.128597,4372,0.255417,32878.0,0.330352,15908.0
66,0.130555,5107,0.259852,40718.0,0.336378,87499.0
67,0.132528,4650,0.263522,17903.0,0.341267,26963.0
68,0.134582,4936,0.267063,6394.0,0.346065,257215.0
69,0.136542,4385,0.270628,5.0,0.350795,0.0
70,0.138533,5182,0.27553,973.0,0.356763,15227.0
71,0.140522,4585,0.280388,34088.0,0.362878,84025.0
72,0.142507,5026,0.284928,36248.0,0.367718,28834.0
73,0.144472,4556,0.288615,15950.0,0.372445,266362.0
74,0.146428,4853,0.292197,6410.0,0.37717,2.0
75,0.148385,4685,0.295713,0.0,0.383175,14819.0
76,0.150345,4048,0.300512,974.0,0.389202,79245.0
77,0.152408,4786,0.30538,28731.0,0.39412,28400.0
78,0.154365,3926,0.309922,60029.0,0.398833,361095.0
79,0.156333,4301,0.313337,14135.0,0.403515,0.0
80,0.158303,4645,0.317063,6273.0,0.409568,14498.0
81,0.160297,4895,0.320625,0.0,0.415595,81399.0
82,0.162272,4617,0.325438,803.0,0.420488,27974.0
83,0.164225,1920930,0.330298,34764.0,0.425188,325584.0
84,0.166147,2556343,0.3348,43157.0,0.429873,0.0
85,0.168065,3600716,0.338472,16733.0,0.435838,13947.0
86,0.170083,4004214,0.342025,6131.0,0.441863,82989.0
87,0.172027,3721835,0.34555,0.0,0.446695,29207.0
88,0.17393,1802092,0.350442,1163.0,0.451402,396053.0
89,0.175835,1317245,0.355338,34164.0,0.456202,0.0
90,0.177748,854974,0.359763,70243.0,0.462178,14274.0
