,Time,Intensity,Time.1,Intensity.1,Time.2,Intensity.2
0,0.000168,19885,0.000203,61.0,0.000202,2425.0
1,0.002133,19382,0.003837,99.0,0.004872,2065.0
2,0.004097,18997,0.007435,82.0,0.009577,2259.0
3,0.006053,18529,0.010975,81.0,0.014337,1906.0
4,0.008015,18172,0.014532,97.0,0.019037,2131.0
5,0.009977,17493,0.018103,89.0,0.023757,2068.0
6,0.011963,19617,0.02166,85.0,0.028455,1838.0
7,0.014015,17969,0.025152,53.0,0.033122,1838.0
8,0.016018,18100,0.028707,108.0,0.03785,2017.0
9,0.017983,16172,0.032252,51.0,0.04255,1874.0
10,0.01993,17757,0.035882,123.0,0.047325,1788.0
11,0.021898,17005,0.039405,94.0,0.052085,1911.0
12,0.023892,15636,0.042978,71.0,0.05677,1571.0
13,0.02583,17047,0.04648,65.0,0.06144,1506.0
14,0.027782,15796,0.050093,122.0,0.066205,1924.0
15,0.029733,15555,0.053608,116.0,0.070893,1869.0
16,0.031668,17264,0.057123,134.0,0.075545,1685.0
17,0.033715,17164,0.06064,53.0,0.08023,0.0
18,0.03569,16669,0.064223,97.0,0.08489,0.0
19,0.037658,15799,0.06772,20.0,0.090938,4934.0
20,0.039618,16109,0.071308,98.0,0.096973,0.0
21,0.041568,14402,0.074875,86.0,0.103037,890.0
22,0.043505,16037,0.078512,143.0,0.109063,80634.0
23,0.045453,15667,0.082017,44.0,0.114348,0.0
24,0.047407,16116,0.085553,160.0,0.120375,244.0
25,0.04939,16276,0.08911,61.0,0.12641,47476.0
26,0.05135,15534,0.092712,86.0,0.132043,5.0
27,0.05331,15446,0.096248,85.0,0.138203,502.0
28,0.05537,12469,0.099782,68.0,0.14423,73494.0
29,0.057317,15380,0.103372,45.0,0.14953,0.0
30,0.059263,15077,0.106923,73.0,0.155553,340.0
31,0.061205,14461,0.110443,74.0,0.16158,59673.0
32,0.063178,15551,0.114007,79.0,0.167103,0.0
33,0.065163,14432,0.11758,61.0,0.173177,314.0
34,0.067127,14500,0.121177,122.0,0.179203,52727.0
35,0.069075,14304,0.124697,46.0,0.184805,2.0
36,0.071032,13692,0.12827,36.0,0.190832,468.0
37,0.07308,14281,0.131803,0.0,0.196858,60830.0
38,0.075025,12485,0.135348,2.0,0.202307,0.0
39,0.076968,13130,0.140145,444.0,0.20837,285.0
40,0.078912,14744,0.145005,0.0,0.214407,61794.0
41,0.080868,15233,0.149912,0.0,0.219857,0.0
42,0.082868,14087,0.154867,1032.0,0.225883,450.0
43,0.084817,13805,0.159727,0.0,0.232,57754.0
44,0.086762,12621,0.164288,3.0,0.237557,4.0
45,0.088702,13105,0.169147,522.0,0.24363,535.0
46,0.090655,2659432,0.174007,0.0,0.249657,54482.0
47,0.09268,3380011,0.178643,0.0,0.255268,5.0
48,0.094593,3921998,0.18354,669.0,0.261295,346.0
49,0.096508,3854618,0.188412,0.0,0.26733,65193.0
50,0.098433,3178001,0.193163,0.0,0.272723,0.0
51,0.100348,2437044,0.198023,682.0,0.278862,352.0
52,0.102255,1374359,0.20297,0.0,0.284888,71864.0
53,0.104183,2366528,0.207542,0.0,0.290232,0.0
54,0.106118,3207139,0.21241,664.0,0.296247,314.0
55,0.108033,3143647,0.217307,0.0,0.302282,63961.0
56,0.110035,3216799,0.221932,0.0,0.307777,0.0
57,0.111957,3279412,0.226792,540.0,0.313842,416.0
58,0.113862,1937204,0.231652,0.0,0.319868,58738.0
59,0.115758,1499441,0.236323,0.0,0.325453,0.0
60,0.117728,2463427,0.241183,711.0,0.331495,460.0
61,0.11967,3658493,0.24613,0.0,0.337522,81001.0
62,0.121603,3173259,0.251158,3.0,0.3428,0.0
63,0.123518,3417372,0.256017,1187.0,0.34886,205.0
64,0.125412,3402807,0.260877,6.0,0.354897,56879.0
65,0.127305,2956713,0.265508,0.0,0.360403,0.0
66,0.129442,1408190,0.270368,779.0,0.366438,451.0
67,0.131367,2982253,0.275228,0.0,0.372465,63522.0
68,0.133292,3311770,0.279987,0.0,0.377982,0.0
69,0.13521,3101868,0.284885,780.0,0.384047,366.0
70,0.137135,2802299,0.289832,5.0,0.390073,67975.0
71,0.139045,2209114,0.294402,0.0,0.395482,3.0
72,0.140947,2709340,0.299262,729.0,0.401508,338.0
73,0.142863,1445294,0.30413,7.0,0.407537,54302.0
74,0.14479,2790619,0.308968,5.0,0.413162,2.0
75,0.146722,3148716,0.313828,859.0,0.419325,509.0
76,0.14874,3395612,0.318737,0.0,0.425352,71015.0
77,0.150643,3151646,0.323313,0.0,0.430697,0.0
78,0.152588,3253736,0.328173,633.0,0.436708,370.0
79,0.1545,1809181,0.333113,0.0,0.442735,59237.0
80,0.156397,1481952,0.337755,0.0,0.448205,0.0
81,0.158325,2593770,0.342628,653.0,0.45427,337.0
82,0.160268,3020040,0.347487,0.0,0.460377,61160.0
83,0.162208,2189047,0.352232,0.0,0.46585,2.0
84,0.164125,2989719,0.357102,620.0,0.471877,421.0
85,0.166047,3277036,0.361962,0.0,0.477903,66848.0
86,0.168043,3399783,0.36655,3.0,0.483325,0.0
87,0.169978,1433433,0.371497,756.0,0.489397,321.0
88,0.171913,1917061,0.376357,0.0,0.495423,61343.0
89,0.173832,2939241,0.381112,2.0,0.500947,2.0
90,0.175752,2962549,0.386008,878.0,0.506973,433.0
91,0.177663,3067116,0.390868,0.0,0.513097,65134.0
92,0.179558,3536201,0.395402,0.0,0.51855,3.0
93,0.181453,2964554,0.400262,530.0,0.524615,442.0
94,0.183383,1375271,0.405208,0.0,0.53064,71815.0
95,0.18529,2786067,0.409978,0.0,0.535992,0.0
96,0.187355,3516107,0.414838,748.0,0.542008,349.0
97,0.189287,2267784,0.419737,0.0,0.548045,57716.0
98,0.191193,3294234,0.42429,0.0,0.55354,0.0
99,0.193098,3394698,0.429148,461.0,0.559692,363.0
100,0.195,2796289,0.434008,0.0,0.565718,58312.0
101,0.196903,1524863,0.438705,0.0,0.57118,0.0
102,0.198847,2763025,0.443565,746.0,0.577217,448.0
103,0.200802,3179342,0.4485,3.0,0.583243,66720.0
104,0.202745,3796954,0.453165,3.0,0.588682,3.0
105,0.204747,3246000,0.458035,638.0,0.594737,342.0
106,0.206655,3074579,0.462895,0.0,0.600848,57290.0
107,0.208567,1950959,0.467513,0.0,0.606295,0.0
108,0.210472,1403111,0.472372,703.0,0.612323,416.0
109,0.212377,2454908,0.477232,0.0,0.61835,70718.0
110,0.214298,2046917,0.481878,0.0,0.623698,6.0
111,0.216208,3318963,0.486865,792.0,0.629762,356.0
112,0.218123,3466073,0.491728,0.0,0.635788,59286.0
113,0.220013,3081924,0.496405,0.0,0.641262,0.0
114,0.221972,2915915,0.501265,820.0,0.64729,325.0
115,0.223995,1442285,0.506125,0.0,0.6534,67798.0
116,0.225925,2765377,0.510683,0.0,0.658793,2.0
117,0.227847,2600912,0.515543,502.0,0.664858,341.0
118,0.229758,3389161,0.520447,0.0,0.670893,63362.0
119,0.231668,3221800,0.525273,0.0,0.676367,0.0
120,0.23358,3091060,0.530133,763.0,0.682395,346.0
121,0.235492,2971614,0.535003,0.0,0.688422,67858.0
122,0.237417,1384922,0.539585,0.0,0.693843,0.0
123,0.23936,2903854,0.544445,595.0,0.699997,478.0
124,0.241392,2059464,0.549303,0.0,0.706023,60645.0
125,0.243308,3019236,0.554073,5.0,0.71146,0.0
126,0.245232,3643184,0.558942,729.0,0.717487,395.0
127,0.24714,3344026,0.56389,0.0,0.723513,64169.0
128,0.249048,2631833,0.568517,0.0,0.728965,0.0
129,0.250982,2000840,0.573387,702.0,0.735042,486.0
130,0.252905,2819467,0.578247,0.0,0.74107,54432.0
131,0.25485,2961520,0.582973,0.0,0.746628,2.0
132,0.256823,3004654,0.58787,729.0,0.752742,519.0
133,0.258725,3405961,0.59273,0.0,0.758777,65058.0
134,0.26072,2634188,0.597453,0.0,0.764192,3.0
135,0.262625,2766052,0.602403,732.0,0.770257,512.0
