,Time,Intensity,Time.1,Intensity.1,Time.2,Intensity.2
0,0.000167,2280,0.034265,0.0,0.030372,0.0
1,0.00276,2343,0.039212,15.0,0.036478,8.0
2,0.005345,2569,0.044073,3279.0,0.042505,7660.0
3,0.008078,2427,0.048933,9614.0,0.048532,0.0
4,0.010623,2235,0.053792,0.0,0.054558,7.0
5,0.013238,644234,0.058655,5.0,0.060585,7407.0
6,0.015922,648928,0.063515,3411.0,0.066648,0.0
7,0.018377,677018,0.068412,10007.0,0.072685,6.0
8,0.020818,690047,0.073278,0.0,0.078712,6950.0
9,0.02326,768844,0.078138,2.0,0.084738,0.0
10,0.025702,371301,0.083087,3106.0,0.090852,5.0
11,0.02816,230070,0.087953,9768.0,0.096878,6733.0
12,0.030665,124686,0.092812,0.0,0.102942,4.0
13,0.033287,730996,0.097672,16.0,0.108968,3.0
14,0.03573,801000,0.102577,3677.0,0.115003,7125.0
15,0.038163,538763,0.107437,9843.0,0.12103,0.0
16,0.040645,766112,0.112295,0.0,0.127057,3.0
17,0.043127,604256,0.11717,9.0,0.133087,8023.0
18,0.045577,292120,0.122117,3258.0,0.13915,0.0
19,0.048087,158931,0.126975,10201.0,0.145263,2.0
20,0.050632,620731,0.131843,0.0,0.15129,8251.0
21,0.053108,783092,0.13674,10.0,0.157317,5.0
22,0.055537,896178,0.1416,3671.0,0.163343,4.0
23,0.057943,766779,0.14647,11000.0,0.16937,6668.0
24,0.060342,450314,0.151328,0.0,0.175443,7.0
25,0.062793,306278,0.156188,3.0,0.18147,13.0
26,0.065278,166006,0.161058,2933.0,0.187582,8055.0
27,0.067798,542975,0.166007,11020.0,0.193617,0.0
28,0.070362,883984,0.170905,0.0,0.199643,7.0
29,0.072785,815898,0.175775,12.0,0.205672,7989.0
30,0.075178,702349,0.180633,3018.0,0.211733,0.0
31,0.077577,628089,0.185493,10541.0,0.21776,2.0
32,0.080025,320114,0.190367,3.0,0.223788,6647.0
33,0.082487,180308,0.195227,8.0,0.229817,0.0
34,0.085028,747312,0.200088,3262.0,0.235947,13.0
35,0.087495,781511,0.205087,9847.0,0.241973,7279.0
36,0.089923,758825,0.209945,0.0,0.248037,0.0
37,0.092313,825083,0.214805,9.0,0.254065,9.0
38,0.094815,731423,0.219665,3564.0,0.260093,7416.0
39,0.0973,306132,0.224525,10353.0,0.26612,0.0
40,0.09981,168831,0.229383,0.0,0.27214700000000003,0.0
41,0.102388,677701,0.234243,3.0,0.278275,6503.0
42,0.104867,836926,0.23914,2859.0,0.284338,2.0
43,0.10728,735905,0.244,10937.0,0.290365,17.0
44,0.109692,635069,0.248858,0.0,0.296402,7035.0
45,0.112163,437087,0.253718,15.0,0.302427,0.0
46,0.114612,307968,0.25858,3278.0,0.308455,13.0
47,0.117128,171255,0.26344,10276.0,0.314483,6815.0
48,0.119758,681231,0.268298,8.0,0.320547,0.0
49,0.122227,780044,0.273297,9.0,0.326665,4.0
50,0.124673,793361,0.278157,3557.0,0.332692,8071.0
51,0.127073,519720,0.283017,9317.0,0.338718,0.0
52,0.129502,789656,0.287962,0.0,0.344745,3.0
53,0.131933,298368,0.292822,0.0,0.350772,7582.0
54,0.13444,172323,0.297682,3670.0,0.356845,0.0
55,0.137002,882165,0.302542,10022.0,0.362872,9.0
56,0.139495,776490,0.307437,0.0,0.368898,7084.0
57,0.141927,823512,0.312297,7.0,0.374925,0.0
58,0.144452,738717,0.317157,3492.0,0.381032,5.0
59,0.146927,586174,0.322015,11013.0,0.387062,6695.0
60,0.149407,304645,0.326875,2.0,0.393125,4.0
61,0.151933,164815,0.331827,0.0,0.39916,9.0
62,0.154482,733030,0.336687,3326.0,0.405188,7195.0
63,0.15696,878216,0.341583,9251.0,0.411213,0.0
64,0.159417,1006125,0.346452,2.0,0.41724,5.0
65,0.161825,759661,0.35131,7.0,0.423267,6476.0
66,0.16426,716964,0.356172,3543.0,0.429338,3.0
67,0.166678,291657,0.36104,9833.0,0.435448,9.0
68,0.1693,161120,0.365898,0.0,0.441475,8255.0
69,0.171815,692015,0.370842,9.0,0.447502,0.0
70,0.174265,796939,0.375747,3032.0,0.45353,18.0
71,0.176655,772989,0.380607,10660.0,0.459565,7395.0
72,0.179072,765001,0.385465,0.0,0.465633,2.0
73,0.18156,445213,0.390335,19.0,0.47166,2.0
74,0.184002,299755,0.395195,3398.0,0.477772,8358.0
75,0.186522,165301,0.400055,9569.0,0.483798,0.0
76,0.189042,507272,0.40501,0.0,0.489825,0.0
77,0.191648,806258,0.409907,6.0,0.495852,7292.0
78,0.194093,832447,0.414767,3371.0,0.501915,2.0
79,0.196495,796779,0.419637,9507.0,0.507942,7.0
80,0.198952,443547,0.424495,0.0,0.513968,7954.0
81,0.201437,300876,0.429357,14.0,0.520005,0.0
82,0.203963,158970,0.434227,3215.0,0.526118,13.0
83,0.206485,511564,0.439087,10236.0,0.532147,7613.0
84,0.208925,877171,0.444068,0.0,0.538208,0.0
85,0.211287,820182,0.448942,6.0,0.544235,7.0
86,0.213637,833475,0.453802,3228.0,0.550263,8150.0
87,0.216043,460521,0.45866,10402.0,0.55629,0.0
88,0.218505,308465,0.463528,0.0,0.562327,0.0
89,0.221085,171888,0.468388,12.0,0.568443,8689.0
90,0.223643,746428,0.473253,3182.0,0.574507,0.0
91,0.226098,686544,0.47815,10082.0,0.580543,12.0
92,0.228493,799944,0.483083,0.0,0.58657,8169.0
93,0.230918,779950,0.487945,13.0,0.592597,3.0
94,0.233315,614238,0.492808,3361.0,0.598625,4.0
95,0.235705,323940,0.497667,9721.0,0.604653,6970.0
96,0.23822,186139,0.502527,0.0,0.610717,0.0
97,0.240738,507476,0.507387,0.0,0.616833,11.0
98,0.243212,691204,0.512283,3184.0,0.622868,7583.0
99,0.245685,781384,0.517142,10593.0,0.628893,2.0
100,0.248105,685365,0.522002,0.0,0.634923,17.0
101,0.25057,652502,0.526948,5.0,0.64096,8819.0
102,0.252987,314456,0.531808,3461.0,0.647023,5.0
103,0.255475,180745,0.536667,9858.0,0.65305,10.0
104,0.257985,856382,0.541525,2.0,0.659077,7823.0
105,0.260513,947424,0.546423,15.0,0.665103,0.0
106,0.262947,846780,0.551283,3368.0,0.671218,10.0
107,0.26538,757271,0.556145,10202.0,0.677245,7303.0
108,0.267823,572129,0.561005,0.0,0.683318,0.0
109,0.270267,308946,0.56595,6.0,0.689345,17.0
110,0.272853,173914,0.57081,3892.0,0.695372,8664.0
111,0.27546,797042,0.57567,10762.0,0.701398,0.0
112,0.27791,822651,0.580565,0.0,0.707425,9.0
