,Time,Intensity,Time.1,Intensity.1,Time.2,Intensity.2
0,0.000167,9351,0.000218,1201.0,0.000217,3700.0
1,0.002127,9524,0.003842,1428.0,0.00487,3597.0
2,0.004095,9256,0.007372,1337.0,0.009575,3609.0
3,0.006042,8648,0.010912,1486.0,0.014323,3495.0
4,0.007982,9164,0.014505,1548.0,0.01913,3976.0
5,0.00994,9026,0.018023,1306.0,0.02376,3499.0
6,0.011905,9235,0.021525,1528.0,0.028455,3197.0
7,0.013865,8854,0.025033,1357.0,0.033148,2924.0
8,0.01584,1539141,0.028555,1612.0,0.03791,2928.0
9,0.017787,2734726,0.032058,1504.0,0.042628,2901.0
10,0.019812,3302045,0.035648,1093.0,0.047307,3102.0
11,0.021725,3280264,0.03921,1271.0,0.051992,3091.0
12,0.023627,3256818,0.042842,1146.0,0.0567,2648.0
13,0.02554,3853446,0.046403,1530.0,0.061493,2542.0
14,0.027493,3066148,0.049893,168380.0,0.06619,2870.0
15,0.029418,1873810,0.053368,0.0,0.07089,3230.0
16,0.031348,945622,0.058168,4.0,0.07555,2654.0
17,0.033297,593772,0.063065,7419.0,0.080312,0.0
18,0.035262,326592,0.067923,51556.0,0.086292,8.0
19,0.037303,167196,0.071822,31294.0,0.092355,21790.0
20,0.039255,1421759,0.075553,160344.0,0.098382,80515.0
21,0.041213,2262896,0.079143,0.0,0.103317,0.0
22,0.043167,2797235,0.083957,0.0,0.108055,0.0
23,0.045072,3374466,0.088817,5998.0,0.114027,817.0
24,0.046995,2273638,0.093687,48853.0,0.120053,65876.0
25,0.048888,2203619,0.097667,35074.0,0.125422,0.0
26,0.050787,1984870,0.101263,190344.0,0.130245,2.0
27,0.052698,2395522,0.104817,0.0,0.136213,1179.0
28,0.054628,1004484,0.109712,0.0,0.142327,69402.0
29,0.056648,617972,0.11457,5041.0,0.147567,0.0
30,0.058607,348039,0.119438,50950.0,0.152085,0.0
31,0.060573,192360,0.123363,33529.0,0.158048,1027.0
32,0.062585,1341719,0.126975,186134.0,0.164112,67076.0
33,0.064542,1753977,0.130525,0.0,0.16935,0.0
34,0.066498,3150522,0.135375,4.0,0.174117,0.0
35,0.068407,2158031,0.140233,5821.0,0.180102,1200.0
36,0.07031,2274185,0.145102,49966.0,0.186217,79641.0
37,0.07221,2748817,0.149078,33191.0,0.191333,0.0
38,0.074203,3170691,0.152803,160908.0,0.196107,0.0
39,0.076127,2137730,0.156367,3.0,0.202118,935.0
40,0.078068,1022145,0.161172,0.0,0.208145,68994.0
41,0.080003,630091,0.166032,4392.0,0.213383,0.0
42,0.081967,346280,0.170933,53121.0,0.218177,2.0
43,0.08391,188724,0.17483,29137.0,0.22416,1344.0
44,0.085867,1432145,0.178497,194862.0,0.230187,70821.0
45,0.087833,1761700,0.182027,0.0,0.235507,0.0
46,0.089788,3317735,0.186913,11.0,0.240282,0.0
47,0.091722,2700245,0.191772,4321.0,0.246257,1333.0
48,0.093728,3082581,0.196633,47674.0,0.252285,75453.0
49,0.095647,3690358,0.20064,31226.0,0.25749,0.0
50,0.097625,3017213,0.204358,150689.0,0.262288,0.0
51,0.099538,1507651,0.207902,2.0,0.268258,1444.0
52,0.101455,1017772,0.212707,2.0,0.274322,73476.0
53,0.103388,635136,0.217565,6086.0,0.279475,0.0
54,0.105345,340374,0.222425,49477.0,0.284122,2.0
55,0.107298,199094,0.226462,32143.0,0.290082,1091.0
56,0.109262,1322783,0.2301,153918.0,0.296108,62928.0
57,0.11131,1801995,0.233707,3.0,0.301475,0.0
58,0.11325,2530788,0.238572,9.0,0.306028,0.0
59,0.115165,3121049,0.24343,6121.0,0.312028,1138.0
60,0.11707,3237429,0.24829,48822.0,0.318057,72450.0
61,0.118975,3225571,0.252232,58760.0,0.323285,0.0
62,0.120873,3062499,0.255583,15237.0,0.328152,2.0
63,0.122788,1505665,0.259138,3.0,0.334122,1294.0
64,0.124713,1004004,0.264022,11.0,0.340148,78233.0
65,0.12664,638018,0.268882,4501.0,0.345333,0.0
66,0.128603,340644,0.273778,45035.0,0.349855,0.0
67,0.130662,203928,0.277797,35216.0,0.355823,1115.0
68,0.132667,1395777,0.281413,159707.0,0.361852,75363.0
69,0.134617,2547184,0.284968,0.0,0.367022,19.0
70,0.136577,2964905,0.289783,0.0,0.371617,3.0
71,0.138505,2225182,0.294643,6652.0,0.377577,1014.0
72,0.140423,3317699,0.299592,51370.0,0.383642,64535.0
73,0.142335,3377453,0.303515,52858.0,0.388973,0.0
74,0.144232,2564034,0.306902,13989.0,0.393502,2.0
75,0.146143,1999336,0.310463,0.0,0.399463,1026.0
76,0.148067,1022660,0.31526,0.0,0.40549,79111.0
77,0.150093,607192,0.32012,4657.0,0.410628,0.0
78,0.152045,370065,0.32498,48800.0,0.41539,2.0
79,0.153993,215722,0.329028,33530.0,0.421498,1090.0
80,0.155972,1416510,0.332673,197150.0,0.427525,70350.0
81,0.157948,1797556,0.336257,1.0,0.432753,0.0
82,0.1599,2052804,0.341058,2.0,0.43757,3.0
83,0.161808,3100320,0.345953,6269.0,0.443555,1742.0
84,0.16372,3336671,0.350813,54845.0,0.449582,79284.0
85,0.165627,3314350,0.354698,34986.0,0.45478,0.0
86,0.167575,2561602,0.358287,183429.0,0.45955,0.0
87,0.169558,2096640,0.361825,0.0,0.465598,1387.0
88,0.171485,1004246,0.3667,0.0,0.471625,81196.0
89,0.173403,656248,0.371558,4858.0,0.476738,0.0
90,0.17534,358048,0.376418,50326.0,0.481483,2.0
91,0.177295,201239,0.38044,35581.0,0.487448,1166.0
92,0.179248,1386701,0.384042,176691.0,0.493512,73074.0
93,0.181203,2288231,0.387583,0.0,0.498737,0.0
94,0.183153,3166915,0.392387,0.0,0.50324,0.0
