,Time,Intensity,Time.1,Intensity.1,Time.2,Intensity.2
0,0.0,5404,0.000205,680.0,0.000205,1273.0
1,0.000168,4813,0.003733,486.0,0.005018,1540.0
2,0.002138,5222,0.007273,448.0,0.009718,1500.0
3,0.004098,5660,0.010945,426.0,0.014385,1470.0
4,0.006063,5280,0.014573,518.0,0.019072,1552.0
5,0.008043,5093,0.018078,398.0,0.023762,1405.0
6,0.010007,5140,0.021703,423.0,0.028493,1241.0
7,0.01205,5173,0.025232,445.0,0.0332,1136.0
8,0.014012,4852,0.028767,384.0,0.037877,1439.0
9,0.01597,5683,0.032295,556.0,0.042652,1251.0
10,0.017933,4929,0.035868,495.0,0.047353,1319.0
11,0.01991,5208,0.039508,458.0,0.05205,1162.0
12,0.021865,4523,0.043075,418.0,0.056747,1392.0
13,0.023827,5474,0.04665,380.0,0.061443,1239.0
14,0.025805,5088,0.050195,488.0,0.066178,989.0
15,0.027787,4518,0.053753,311.0,0.07085,1222.0
16,0.029832,4909,0.057288,471.0,0.075542,1117.0
17,0.031788,4244,0.06082,389.0,0.080305,1200.0
18,0.033755,4904,0.0644,462.0,0.084982,1139.0
19,0.035703,4697,0.068003,487.0,0.08967,1060.0
20,0.037645,4650,0.071597,488.0,0.09436,920.0
21,0.039593,4781,0.075118,325.0,0.099043,964.0
22,0.041613,4492,0.078683,448.0,0.103917,1201.0
23,0.04357,5190,0.08226,479.0,0.10862,752.0
24,0.045547,5007,0.0858,0.0,0.113323,0.0
25,0.047505,4640,0.08929,0.0,0.118438,464.0
26,0.049548,4082,0.09409,6234.0,0.124425,63166.0
27,0.051502,4202,0.099047,48553.0,0.12983,105413.0
28,0.053442,4770,0.103003,27973.0,0.134358,13854.0
29,0.055408,4067,0.10666,12606.0,0.139178,5308.0
30,0.057373,4253,0.110173,4004.0,0.143867,288892.0
31,0.059338,4524,0.113743,1791.0,0.148578,0.0
32,0.061303,4272,0.117317,370860.0,0.15456,10018.0
33,0.063252,4744,0.120815,0.0,0.160587,95275.0
34,0.06521,4629,0.125618,3277.0,0.165513,31261.0
35,0.067243,4227,0.130568,52326.0,0.170282,8915.0
36,0.069217,4405,0.134542,35752.0,0.175017,3259.0
37,0.071172,4400,0.138148,13817.0,0.179723,226562.0
38,0.073115,4590,0.1417,5243.0,0.18441,0.0
39,0.075125,4138,0.145242,2149.0,0.190387,8032.0
40,0.07707,4549,0.14878,1260.0,0.196412,79845.0
41,0.07908,4039,0.152328,973.0,0.20139,33248.0
42,0.081055,4367,0.155882,0.0,0.206242,9295.0
43,0.08302,3614,0.160783,1134.0,0.211005,3589.0
44,0.084988,4075,0.165643,33910.0,0.215725,299859.0
45,0.087058,4198,0.170027,62104.0,0.220402,0.0
46,0.089017,3983,0.17348,14439.0,0.226375,8126.0
47,0.09097,4345,0.177143,6407.0,0.232402,80705.0
48,0.092942,3688,0.180652,2552.0,0.237368,52980.0
49,0.094897,3880,0.184198,1440.0,0.241922,9280.0
50,0.096883,4072,0.187723,1032.0,0.24679,3877.0
51,0.098835,4408,0.191312,0.0,0.251482,303010.0
52,0.1008,3958,0.196122,1258.0,0.256122,0.0
53,0.102753,3835,0.20098,36272.0,0.262093,7046.0
54,0.104715,4270,0.205418,69506.0,0.268118,89754.0
55,0.10669,4583,0.208777,18117.0,0.273055,35217.0
56,0.108787,4052,0.212278,5388.0,0.277798,10529.0
57,0.110743,3672,0.215875,2335.0,0.282517,3781.0
58,0.11269,3916,0.219467,1521.0,0.28731,227773.0
59,0.114655,3633,0.223082,991.0,0.292028,4.0
60,0.116598,4143,0.226637,0.0,0.298003,8072.0
61,0.118558,3665,0.23144,1091.0,0.30403,87479.0
62,0.120525,3945,0.2363,33828.0,0.30896,34928.0
63,0.122485,4107,0.240762,40562.0,0.313695,10172.0
64,0.124447,4143,0.24442,14630.0,0.318403,3643.0
65,0.126492,3831,0.248,5793.0,0.323118,225143.0
66,0.128432,3968,0.251635,2302.0,0.327892,0.0
67,0.130393,3533530,0.255178,1240.0,0.333862,7511.0
68,0.132323,3710278,0.258728,93864.0,0.339888,88717.0
69,0.134247,2681021,0.262297,0.0,0.344808,35187.0
