,Time,Intensity,Time.1,Intensity.1,Time.2,Intensity.2
0,0.000168,4473,0.000203,1311.0,0.000213,1848.0
1,0.002123,5145,0.00373,1450.0,0.004863,1629.0
2,0.004072,5430,0.007223,1148.0,0.009542,1333.0
3,0.006015,4714,0.010788,1094.0,0.014262,1313.0
4,0.007957,4669,0.014328,1235.0,0.018958,1318.0
5,0.009923,3943,0.017878,1288.0,0.023673,1376.0
6,0.011868,5941,0.021375,1150.0,0.028503,1459.0
7,0.01382,4436,0.024957,1013.0,0.033188,1170.0
8,0.015808,4626,0.028517,1109.0,0.037887,1184.0
9,0.017748,4915,0.03208,1104.0,0.042597,1138.0
10,0.019807,4051,0.035593,985.0,0.04727,1328.0
11,0.02178,4400,0.039112,1167.0,0.051895,1022.0
12,0.02374,4479,0.04261,706.0,0.05658,1268.0
13,0.025713,4260,0.046238,1019.0,0.061322,1460.0
14,0.027678,4003,0.049828,972.0,0.066043,1464.0
15,0.029637,4470,0.053447,1060.0,0.070693,987.0
16,0.031577,4587,0.056965,1061.0,0.075452,294095.0
17,0.033527,4070,0.060517,722.0,0.080167,0.0
18,0.035477,4369,0.064047,1011.0,0.086132,21322.0
19,0.03745,4499,0.067545,1047.0,0.09216,74501.0
20,0.03944,4101,0.071062,815.0,0.096998,25170.0
21,0.0415,4549,0.074575,901.0,0.101808,5925.0
22,0.043455,4539,0.078093,745.0,0.106595,2709.0
23,0.045415,4449,0.081653,691.0,0.111287,2082.0
24,0.047382,3724,0.085255,702.0,0.115948,0.0
25,0.049403,4098,0.088898,790.0,0.120662,170.0
26,0.05139,4278,0.092428,972.0,0.12665,43853.0
27,0.053343,4235,0.095952,776.0,0.13238,55677.0
28,0.055288,4160,0.099478,0.0,0.137255,15231.0
29,0.057252,4167,0.104283,690.0,0.141982,5258.0
30,0.059307,3661,0.109148,33744.0,0.146677,2500.0
31,0.061275,4202,0.113543,39582.0,0.151475,0.0
32,0.063223,3835,0.117267,15366.0,0.15745,3558.0
33,0.065195,3509,0.120923,5541.0,0.163493,85946.0
34,0.06715,3694,0.12448,2880.0,0.168455,38219.0
35,0.069132,4033,0.128018,1601.0,0.173257,11590.0
36,0.071083,4110,0.131547,1204.0,0.177927,4084.0
37,0.073053,3840,0.135122,0.0,0.182638,2494.0
38,0.075028,4073,0.138612,4.0,0.187322,0.0
39,0.077007,3978,0.143412,8059.0,0.191972,85.0
40,0.07906,4215,0.148278,43948.0,0.197943,47317.0
41,0.08103,3932,0.152285,25838.0,0.20368,115092.0
42,0.08302,4073,0.156018,9187.0,0.208232,17798.0
43,0.085012,3898,0.159562,3504.0,0.212967,6401.0
44,0.086985,3579,0.163147,2161.0,0.217638,2699.0
45,0.08895,4057,0.166637,1418.0,0.222335,0.0
46,0.090908,3317,0.170142,0.0,0.2283,2386.0
47,0.092867,3620,0.174942,373.0,0.234328,82195.0
48,0.094818,3781,0.179802,21950.0,0.239395,84033.0
49,0.096762,3670,0.184668,77177.0,0.244045,14188.0
50,0.098802,3992,0.188073,19094.0,0.248715,4389.0
51,0.100753,3510,0.191583,6231.0,0.253443,2873.0
52,0.102732,4042,0.195222,2965.0,0.25814,0.0
53,0.104692,3611,0.198718,1916.0,0.262748,118.0
54,0.10666,2626173,0.202242,1371.0,0.26872,40012.0
55,0.108568,3410125,0.205737,0.0,0.274475,98818.0
56,0.110473,3691887,0.209242,6.0,0.279072,16957.0
57,0.112393,3584853,0.214053,7202.0,0.283825,6723.0
58,0.11429,3064186,0.218912,51371.0,0.288603,3087.0
59,0.116295,2534925,0.222817,27154.0,0.293302,2.0
60,0.118253,1218172,0.226518,10618.0,0.299275,2629.0
61,0.120195,741387,0.230058,4173.0,0.305302,79145.0
62,0.122148,413866,0.23359,2491.0,0.310398,44052.0
63,0.124137,222022,0.237242,1487.0,0.315208,12276.0
64,0.126107,117010,0.240765,3.0,0.319908,4432.0
65,0.128043,69536,0.245563,394.0,0.324623,2811.0
66,0.130025,36472,0.250423,24406.0,0.3293,0.0
67,0.131992,22358,0.25536,79087.0,0.334773,878.0
68,0.134028,14583,0.258772,16775.0,0.340775,69568.0
69,0.135973,11205,0.262375,6657.0,0.346088,47914.0
70,0.137927,8190,0.265888,2863.0,0.350902,12120.0
71,0.139893,2979988,0.269443,1626.0,0.355673,4827.0
72,0.141813,3067063,0.272973,1234.0,0.360367,2891.0
73,0.143727,3341519,0.276517,0.0,0.365052,0.0
74,0.145633,3347150,0.280032,15.0,0.37103,2554.0
75,0.147537,3259583,0.28491,11628.0,0.37716,87338.0
76,0.14945,2836389,0.28977,46607.0,0.382193,42651.0
77,0.151363,1306733,0.293688,27785.0,0.387008,14113.0
78,0.15342,839167,0.297275,9681.0,0.391667,4418.0
79,0.155372,484524,0.30083,3499.0,0.396405,2552.0
80,0.157325,259235,0.304408,2294.0,0.40109,0.0
81,0.159285,134333,0.307907,1285.0,0.407062,1651.0
82,0.16124,74854,0.311452,0.0,0.413175,87153.0
83,0.163217,40259,0.316262,401.0,0.418223,49737.0
84,0.165165,25890,0.321212,21001.0,0.422982,11834.0
85,0.167125,17110,0.326078,76615.0,0.427718,4214.0
86,0.1691,11958,0.32948,16473.0,0.432472,2885.0
87,0.171162,9724,0.333052,6346.0,0.43723,0.0
88,0.17311,9046,0.33657,2880.0,0.4432,2035.0
89,0.175062,2009085,0.340132,1806.0,0.449227,83003.0
90,0.176977,3212286,0.343672,1136.0,0.454405,70795.0
91,0.178898,3500794,0.347252,0.0,0.459028,12687.0
92,0.180797,3309193,0.350788,4.0,0.463725,3838.0
93,0.182717,2889148,0.355608,8409.0,0.468487,2801.0
94,0.184632,2899811,0.360468,46213.0,0.473188,0.0
95,0.18658,1326269,0.364408,50877.0,0.478092,313.0
96,0.188595,812637,0.36774,11096.0,0.484095,54105.0
97,0.19054,438817,0.371248,3704.0,0.489702,105013.0
98,0.192502,254891,0.374867,2107.0,0.494328,16427.0
99,0.194465,132903,0.378373,1257.0,0.499053,5300.0
100,0.19641,76220,0.381898,0.0,0.50375,3134.0
101,0.198365,44770,0.386208,79.0,0.508448,0.0
102,0.200327,26821,0.391063,17837.0,0.51442,2210.0
103,0.202288,16941,0.395923,47117.0,0.520447,79700.0
104,0.204252,13165,0.399683,19870.0,0.525558,45276.0
105,0.206227,9542,0.403287,7729.0,0.530365,12052.0
106,0.208277,9149,0.406803,2922.0,0.5352,4326.0
107,0.210255,2847908,0.410398,1837.0,0.539912,2874.0
108,0.21218,3276845,0.413942,1249.0,0.544602,0.0
109,0.214102,2786393,0.417473,0.0,0.550572,2124.0
110,0.216023,3037518,0.422368,389.0,0.556598,73259.0
111,0.21794,2765925,0.427233,22956.0,0.561907,81762.0
112,0.219898,2311992,0.432092,41896.0,0.566418,12296.0
113,0.221818,1289976,0.435803,15394.0,0.571147,4597.0
114,0.223742,819576,0.439405,6141.0,0.575952,2553.0
115,0.225768,474272,0.442943,2778.0,0.58065,0.0
116,0.227727,257526,0.446455,1658.0,0.586613,1657.0
117,0.229682,139647,0.449963,1096.0,0.59264,72920.0
118,0.231655,77372,0.453475,0.0,0.597817,85367.0
119,0.233595,44060,0.457758,103.0,0.60236,13792.0
120,0.235555,26341,0.462607,17987.0,0.607043,4763.0
121,0.23752,16876,0.467465,46166.0,0.61173,2853.0
122,0.239482,12541,0.471237,21723.0,0.61645,0.0
123,0.241437,11219,0.474817,7791.0,0.621098,123.0
124,0.243418,8300,0.478363,3414.0,0.627168,49707.0
125,0.24546,3043979,0.481878,1724.0,0.63278,110685.0
126,0.24739,2950488,0.485398,1172.0,0.637325,14973.0
127,0.249307,3362654,0.489043,0.0,0.642108,6407.0
128,0.251225,4225396,0.493937,382.0,0.646758,3170.0
129,0.25313,3850852,0.498795,20449.0,0.65147,0.0
130,0.255078,1888780,0.503655,41837.0,0.657435,2242.0
131,0.256983,1325361,0.507397,16839.0,0.663462,85230.0
132,0.258918,796387,0.51097,6119.0,0.668615,44832.0
133,0.260853,451037,0.514523,2467.0,0.673367,12328.0
134,0.262787,267880,0.518058,1463.0,0.678067,4426.0
135,0.264737,145428,0.52161,1093.0,0.682718,2847.0
136,0.266757,76682,0.525212,0.0,0.687402,0.0
137,0.268725,45183,0.530105,414.0,0.692148,259.0
138,0.270698,25165,0.534973,22342.0,0.698127,50684.0
139,0.272672,17915,0.539832,78082.0,0.703725,105851.0
140,0.274637,13425,0.543232,18464.0,0.708285,18517.0
141,0.276603,10608,0.546772,7645.0,0.713073,5814.0
