,Time,Intensity,Time.1,Intensity.1,Time.2,Intensity.2
0,0.000168,7073,0.000203,535.0,0.000295,1782.0
1,0.00213,6753,0.003738,591.0,0.005007,1958.0
2,0.004075,6238,0.00727,438.0,0.009727,1850.0
3,0.006027,7127,0.010847,661.0,0.014455,1559.0
4,0.008007,6407,0.014395,355.0,0.019145,1483.0
5,0.009997,5963,0.017992,420.0,0.023857,1587.0
6,0.011993,6906,0.021478,351.0,0.028592,1418.0
7,0.01396,6673,0.025053,477.0,0.033342,1591.0
8,0.016012,5749,0.028592,486.0,0.038002,1248.0
9,0.017978,6722,0.032113,394.0,0.042692,1555.0
10,0.019952,6133,0.035618,433.0,0.04755,1536.0
11,0.021925,6146,0.0392,432.0,0.052277,1230.0
12,0.023877,5296,0.042748,374.0,0.056995,1251.0
13,0.025825,5338,0.04639,476.0,0.061683,1552.0
14,0.027777,5674,0.049907,326.0,0.06634,1023.0
15,0.029727,5854,0.053488,366.0,0.071148,1271.0
16,0.031717,5650,0.057068,400.0,0.075832,1113.0
17,0.033775,5964,0.06061,359.0,0.080513,1369.0
18,0.03573,5519,0.06418,459.0,0.085242,1176.0
19,0.037682,5770,0.067753,590.0,0.089937,968.0
20,0.039645,5715,0.071237,365.0,0.094625,1213.0
21,0.0416,5342,0.074888,383.0,0.099317,1268.0
22,0.043558,5759,0.078405,575.0,0.104063,0.0
23,0.045537,4973,0.081907,429.0,0.10884,91.0
24,0.047485,5024,0.085482,445.0,0.114807,40349.0
25,0.049452,5033,0.08897,429.0,0.12075,279906.0
26,0.051413,5804,0.092485,319.0,0.12554,0.0
27,0.053448,5366,0.096022,332.0,0.131518,10890.0
28,0.05541,4799,0.099578,279.0,0.137545,85533.0
29,0.05737,5067,0.103113,457.0,0.142422,29916.0
30,0.059348,5433,0.106718,357.0,0.147177,0.0
31,0.061317,4980,0.11022,371.0,0.153157,3564.0
32,0.063267,5111,0.11379,384.0,0.15932,83547.0
33,0.065203,4485,0.117347,422.0,0.164322,40231.0
34,0.067162,4661,0.12092,321755.0,0.169043,2.0
35,0.069098,4191,0.124445,0.0,0.175008,6015.0
36,0.071052,4862,0.12925,4322.0,0.181035,89196.0
37,0.073087,4580,0.1342,48620.0,0.185998,35968.0
38,0.075043,4914,0.138242,37233.0,0.190738,0.0
39,0.077013,4692,0.14187,12852.0,0.19674,5042.0
40,0.079023,4704,0.145452,0.0,0.202843,82169.0
41,0.080975,4994,0.149452,118.0,0.207827,36198.0
42,0.082935,4606,0.15428,17669.0,0.21261,3.0
43,0.084925,4417,0.15914,47077.0,0.218582,5586.0
44,0.086893,5031,0.162877,18654.0,0.224608,94714.0
45,0.088857,4910,0.166457,0.0,0.229533,36930.0
46,0.09091,4762,0.171343,1326.0,0.234342,0.0
47,0.092868,4359,0.176203,36642.0,0.240318,4442.0
48,0.094822,4775,0.180587,71986.0,0.24643,91414.0
49,0.096807,4723,0.18393,16014.0,0.25137,41604.0
50,0.098757,4212,0.18748,0.0,0.256078,0.0
51,0.100722,4948,0.192147,325.0,0.262045,4816.0
52,0.102685,4546,0.197007,23792.0,0.268112,89457.0
53,0.104642,4290,0.201865,64003.0,0.273062,39579.0
54,0.106635,4395,0.205368,16060.0,0.277792,0.0
55,0.108585,4462,0.20898,0.0,0.28378,4398.0
56,0.110647,4365,0.213823,1060.0,0.289807,90020.0
57,0.112627,4646,0.218683,32472.0,0.294845,39152.0
58,0.114602,2685206,0.22313,37869.0,0.299573,0.0
59,0.116567,3002934,0.226818,15150.0,0.305587,5196.0
60,0.118497,3322238,0.23039,0.0,0.311613,77200.0
61,0.12041,3080564,0.235188,756.0,0.316663,65893.0
62,0.122323,3235869,0.240057,31143.0,0.321158,3.0
63,0.124252,3050830,0.244665,71345.0,0.327117,4109.0
64,0.126162,1418454,0.248092,17335.0,0.333145,92662.0
65,0.12819,959006,0.251628,0.0,0.338205,35053.0
66,0.13013,539653,0.25644,791.0,0.343033,0.0
