,Time,Intensity,Time.1,Intensity.1,Time.2,Intensity.2
0,0.000168,8732,0.000203,1112.0,0.000198,2203.0
1,0.00212,8664,0.003793,1003.0,0.004962,2329.0
2,0.004148,8984,0.00732,1257.0,0.009682,2656.0
3,0.006133,8169,0.010897,1068.0,0.01437,2672.0
4,0.008088,7753,0.014443,1142.0,0.01915,2497.0
5,0.010067,8090,0.017967,1161.0,0.023893,2157.0
6,0.012037,7856,0.021507,1179.0,0.028562,2476.0
7,0.014007,7765,0.025062,1257.0,0.033283,2513.0
8,0.015953,7316,0.028567,1085.0,0.037955,2847.0
9,0.017927,8257,0.03212,1194.0,0.042652,1909.0
10,0.019892,7096,0.035622,946.0,0.047427,2008.0
11,0.021838,7461,0.039178,1156.0,0.052158,2419.0
12,0.023897,7725,0.042793,832.0,0.056957,2093.0
13,0.025852,7657,0.046348,925.0,0.061693,0.0
14,0.02783,7173,0.049905,965.0,0.066423,0.0
15,0.029787,7012,0.05341,1179.0,0.072398,1327.0
16,0.031723,8005,0.05699,1102.0,0.078425,74615.0
17,0.033683,6973,0.060515,1007.0,0.083615,93696.0
18,0.035645,7072,0.064005,838.0,0.088135,181681.0
19,0.03762,6420,0.067612,931.0,0.092822,0.0
20,0.039698,8114,0.071215,942.0,0.098823,49.0
21,0.041632,7626,0.074777,768.0,0.104953,33535.0
22,0.043613,6819,0.078413,0.0,0.110978,62558.0
23,0.045565,7287,0.081988,0.0,0.115835,20690.0
24,0.047522,7970,0.086807,19.0,0.120552,174450.0
25,0.049473,6968,0.091677,12847.0,0.125248,0.0
26,0.051435,6748,0.096537,49486.0,0.131215,31.0
27,0.053395,6331,0.100353,26679.0,0.13728,27642.0
28,0.055347,6613,0.103895,10560.0,0.143315,124115.0
29,0.057382,6658,0.107505,0.0,0.147915,24818.0
30,0.059337,7150,0.1111,0.0,0.1526,9638.0
31,0.061298,6735,0.115907,89.0,0.157335,0.0
32,0.063255,7192,0.120767,19057.0,0.163307,28.0
33,0.065202,6635,0.125627,51402.0,0.169333,30421.0
34,0.067152,6485,0.129358,22602.0,0.175397,107315.0
35,0.0691,6430,0.13295,8175.0,0.179982,26325.0
36,0.071077,6393,0.136505,0.0,0.184767,24032.0
37,0.073095,6633,0.1401,0.0,0.189497,0.0
38,0.075082,6626,0.144955,112.0,0.195477,12.0
39,0.07706,5846,0.149815,18614.0,0.201503,30040.0
40,0.079108,6591,0.154673,43367.0,0.207538,107905.0
41,0.081073,5491,0.158507,22522.0,0.212163,24567.0
42,0.083035,5723,0.16209,9580.0,0.216865,9575.0
43,0.084988,5980,0.16566,0.0,0.221572,3.0
44,0.086957,6160,0.169285,0.0,0.227637,21.0
45,0.08891,6835,0.174082,132.0,0.233663,29917.0
46,0.090878,6287,0.178978,19968.0,0.239688,69281.0
47,0.092855,5919,0.183837,52238.0,0.24449,26051.0
48,0.094827,5413,0.187522,22086.0,0.249223,254392.0
49,0.0968,5882,0.1911,8742.0,0.253913,4.0
50,0.098843,6242,0.19467,0.0,0.259878,28.0
51,0.100825,5998,0.198265,0.0,0.265907,32299.0
52,0.102792,5525,0.203157,127.0,0.272017,117212.0
53,0.104765,5746,0.208017,18299.0,0.276547,23115.0
54,0.106743,5652,0.212918,47622.0,0.281297,10502.0
55,0.108692,6102,0.21667,24008.0,0.286065,0.0
56,0.11065,5672,0.220215,8776.0,0.292037,28.0
57,0.112585,5634,0.223778,0.0,0.298065,28184.0
58,0.114518,1449284,0.22737,3.0,0.30409,131893.0
59,0.116552,1728310,0.232175,78.0,0.308613,25622.0
60,0.118488,2924721,0.23712,17958.0,0.313313,11309.0
61,0.12041,2585705,0.241988,44827.0,0.318115,0.0
62,0.122327,3386908,0.245757,22311.0,0.324128,10.0
63,0.124238,3064564,0.249383,9118.0,0.330155,31345.0
64,0.126163,3377860,0.25291,0.0,0.33618,67156.0
65,0.128088,1725440,0.256447,0.0,0.341063,23874.0
66,0.130015,1223254,0.261252,96.0,0.345792,193654.0
67,0.131963,738549,0.266112,16682.0,0.35047,0.0
68,0.133925,410049,0.270972,52365.0,0.35652,40.0
69,0.135988,224772,0.27478,23360.0,0.362583,33313.0
70,0.137942,132591,0.278353,9327.0,0.368613,69411.0
71,0.139895,70306,0.281918,0.0,0.373422,22302.0
72,0.141887,43214,0.285473,0.0,0.37818,179428.0
73,0.143845,2179781,0.29028,78.0,0.38288,0.0
74,0.14582,2134376,0.295152,15135.0,0.38885,25.0
75,0.147773,2876931,0.30001,47716.0,0.394877,29977.0
76,0.149685,2075421,0.303868,23708.0,0.40094,63682.0
77,0.151593,3051868,0.307442,10079.0,0.405752,24356.0
78,0.153592,3375996,0.310953,0.0,0.410542,196802.0
79,0.155492,3300958,0.314542,2.0,0.415218,0.0
80,0.157393,1773074,0.319398,91.0,0.421182,45.0
81,0.159305,1337264,0.324258,19513.0,0.42721,32697.0
82,0.161232,795896,0.32912,49785.0,0.433235,120371.0
83,0.163173,490198,0.332828,21680.0,0.437803,25342.0
84,0.165143,259602,0.33642,10048.0,0.442505,11589.0
85,0.167108,155242,0.340043,0.0,0.447178,0.0
86,0.169075,83214,0.34362,0.0,0.453245,22.0
87,0.17103,52804,0.348448,77.0,0.459272,30209.0
