,0
0,1.47
1,1.56
2,1.66
3,1.06
4,1.50
5,1.53
6,1.53
7,1.53
8,1.50
9,1.47
10,1.46
11,1.47
12,1.51
13,1.44
14,1.47
15,1.50
16,1.42
17,1.44
18,1.44
