,0
0,1.86
1,1.88
2,1.89
3,1.89
4,1.88
5,1.86
6,1.87
7,1.88
8,1.88
9,1.88
10,1.86
11,1.88
12,1.87
13,1.86
14,1.89
15,1.88
16,1.86
17,1.87
18,1.87
19,1.87
20,1.87
21,1.84
22,1.84
23,1.85
24,1.86
25,1.87
26,1.85
27,1.84
28,1.87
29,1.88
30,1.87
31,1.86
32,1.87
33,1.88
