,0
0,0.97
1,1.71
2,0.71
3,1.43
4,1.75
5,1.63
6,1.06
7,1.48
8,1.29
9,1.50
10,1.57
11,1.57
12,1.85
13,1.61
14,1.13
15,1.53
16,1.56
17,1.87
18,1.90
